Participant ID,Group ID,Prompt,Response
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",7
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",6
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",7
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
54,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
57,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
58,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
59,TYCOM,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
60,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
61,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",7
